,Temperature_inside,Humidity_inside,Temperature_outside,Humidity_outside,Radiation_inside,Radiation_outside,Wind_speed_outside,Vent_S1_Roof_1,Vent_S1_Roof_2,Vent_S1_Roof_3,Vent_S1_Side_NW,Vent_S1_Side_S,Vent_S1_Side_N,Vent_S1_Side_SW,Vent_S2_Roof_1,Vent_S2_Roof_2,Vent_S2_Roof_3,Vent_S2_Side_E,Vent_S2_Side_S,Vent_S2_Side_N
2025-06-09 08:46:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:47:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:47:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:48:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:48:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:49:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:49:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:50:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:50:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:51:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:51:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:52:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:52:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:53:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:53:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:54:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:54:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:55:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:55:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:56:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:56:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:57:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:57:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:58:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:58:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:59:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 08:59:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:00:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:00:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:01:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:01:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:02:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:02:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:03:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:03:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:04:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:04:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:05:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:05:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:06:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:06:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:07:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:07:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:08:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:08:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:09:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:09:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:10:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:10:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:11:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:11:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:12:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:12:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:13:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:13:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:14:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:14:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:15:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:15:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:16:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:16:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:17:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:17:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:18:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:18:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:19:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:19:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:20:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:20:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:21:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:21:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:22:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:22:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:23:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:23:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:24:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:24:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:25:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:25:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:26:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:26:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:27:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:27:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:28:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:28:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:29:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:29:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:30:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:30:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:31:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:31:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:32:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:32:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:33:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:33:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:34:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:34:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:35:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:35:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:36:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:36:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:37:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:37:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:38:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:38:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:39:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:39:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:40:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:40:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:41:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:41:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:42:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:42:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:43:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:43:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:44:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:44:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:45:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:45:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:46:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:46:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:47:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:47:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:48:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:48:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:49:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:49:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:50:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:50:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:51:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:51:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:52:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:52:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:53:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:53:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:54:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:54:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:55:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:55:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:56:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:56:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:57:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:57:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:58:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:58:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:59:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 09:59:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:00:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:00:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:01:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:01:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:02:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:02:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:03:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:03:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:04:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:04:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:05:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:05:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:06:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:06:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:07:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:07:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:08:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:08:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:09:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:09:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:10:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:10:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:11:00,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:11:30,,,,,,,,,,,,,,,,,,,,
2025-06-09 10:12:00,,,,,,,,,,,,,,,,,,,,
